country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
Indonesia,12438,367,895,2317,9226,0,23,121547
Bangladesh,11719,790,186,1403,10130,1,3,99646
S. Korea,10806,2,255,9333,1218,55,1,643095
Philippines,10004,320,658,1506,7840,31,21,140134
Denmark,9938,117,506,7493,1939,46,3,270680
Serbia,9791,114,203,1971,7617,48,3,117474
Dominican Republic,8807,327,362,1905,6540,144,8,33377
Colombia,8613,0,378,2013,6222,128,0,127105
Norway,7976,21,216,32,7728,27,1,189657
Czechia,7933,37,262,4202,3469,59,5,278519
Egypt,7588,387,469,1815,5304,0,17,90000
South Africa,7572,0,148,2746,4678,36,0,268064
Panama,7523,136,210,823,6490,88,7,36483
Australia,6875,26,97,5984,794,27,1,688656
Malaysia,6428,45,107,4702,1619,22,1,222150
Kuwait,6289,485,42,2219,4028,88,2,196397
Finland,5573,161,252,3500,1821,44,6,108200
Morocco,5408,189,183,2017,3208,1,2,52958
Argentina,5020,0,264,1524,3232,148,0,72315
Algeria,4997,159,476,2197,2324,22,6,6500
Moldova,4476,113,143,1658,2675,237,7,20447
Kazakhstan,4344,139,30,1408,2906,31,1,336480
Luxembourg,3851,11,98,3452,301,20,2,50533
Bahrain,3842,122,8,1860,1974,4,0,158365
Afghanistan,3392,168,104,458,2830,7,9,13777
Hungary,3111,46,373,759,1979,50,10,86743
Thailand,2989,1,55,2761,173,61,1,227860
Nigeria,2950,0,98,481,2371,4,0,21208
Oman,2903,168,13,888,2002,17,0,40459
Armenia,2782,163,40,1135,1607,10,0,26929
Ghana,2719,0,18,294,2407,4,0,129461
Greece,2663,21,147,1374,1142,36,1,87052
Iraq,2480,49,102,1602,776,0,0,117726
Cameroon,2265,161,64,1000,1201,12,0,0
Uzbekistan,2231,24,10,1577,644,8,0,325000
Azerbaijan,2127,67,28,1536,563,18,2,169790
Croatia,2119,7,85,1601,433,14,2,41053
Bosnia and Herzegovina,1987,41,86,928,973,4,7,36492
Guinea,1811,0,10,498,1303,0,0,0
Bolivia,1802,121,86,187,1529,3,4,7651
Iceland,1799,0,10,1750,39,0,0,51663
Bulgaria,1778,74,84,360,1334,38,4,51768
Estonia,1713,2,55,264,1394,4,0,58955
Cuba,1703,18,69,1001,633,8,0,57711
North Macedonia,1539,13,88,1057,394,21,2,17836
New Zealand,1488,2,21,1316,151,2,1,160700
Ivory Coast,1464,0,18,701,745,0,0,11448
Slovenia,1448,3,99,246,1103,14,1,58923
Senegal,1433,104,12,493,928,6,1,18969
Slovakia,1429,8,25,762,642,4,0,104606
Lithuania,1428,5,48,718,662,17,2,156493
Honduras,1270,92,93,122,1055,10,10,5653
Djibouti,1120,0,2,745,373,0,0,14378
Hong Kong,1041,0,4,932,105,2,0,154989
Tunisia,1022,0,43,482,497,17,0,25165
Latvia,900,4,17,464,419,3,0,68627
Cyprus,883,5,15,296,572,15,0,66975
Somalia,873,38,39,87,747,2,1,0
Kyrgyzstan,871,28,12,614,245,13,1,59490
Sudan,852,74,45,80,727,0,0,0
Albania,832,12,31,595,206,7,0,9531
DRC,797,92,35,92,670,0,1,0
Sri Lanka,795,24,9,215,571,1,0,29378
Niger,763,0,38,543,182,0,0,5375
Guatemala,763,33,19,79,665,5,0,7200
Costa Rica,755,0,6,413,336,5,0,14121
Andorra,751,0,46,514,191,16,0,1673
Lebanon,750,9,25,206,519,43,0,44701
Mayotte,739,0,9,352,378,6,0,3400
Diamond Princess,712,0,13,645,54,4,0,0
Burkina Faso,688,0,48,548,92,0,0,0
Uruguay,670,0,17,468,185,10,0,23811
El Salvador,633,46,14,219,400,4,1,33628
Mali,631,19,32,261,338,0,0,2172
Maldives,618,45,2,20,596,2,0,9863
Georgia,610,6,9,269,332,6,0,20579
San Marino,608,19,41,97,470,4,0,2660
Kenya,582,47,26,190,366,1,2,25861
Channel Islands,545,0,40,406,99,0,0,5342
Malta,484,2,5,407,72,0,0,38337
Tanzania,480,0,16,167,297,7,0,0
Guinea-Bissau,475,62,2,24,449,0,1,1500
Jamaica,473,2,9,56,408,0,0,5993
Jordan,473,2,9,377,87,5,0,91666
Taiwan,439,1,6,339,94,0,0,65589
Equatorial Guinea,439,124,4,13,422,0,1,854
Paraguay,431,0,10,135,286,7,0,11913
Réunion,425,1,0,300,125,2,0,17200
Gabon,397,0,6,93,298,1,0,724
Tajikistan,379,86,8,0,371,0,3,0
Palestine,371,0,2,127,242,0,0,32200
Venezuela,367,6,10,164,193,1,0,490851
Mauritius,332,0,10,320,2,3,0,55494
Isle of Man,326,0,23,271,32,19,0,3459
Montenegro,324,0,8,261,55,2,0,7816
Vietnam,271,0,0,232,39,8,0,261004
Congo,264,28,10,30,224,0,0,0
Rwanda,261,0,0,129,132,0,0,35992
Sierra Leone,225,26,14,54,157,0,3,0
Cabo Verde,191,5,2,38,151,0,0,791
Faeroe Islands,187,0,0,185,2,0,0,8241
Martinique,182,1,14,83,85,5,0,0
Liberia,178,8,20,75,83,0,0,0
Sao Tome and Principe,174,0,3,4,167,0,0,175
Chad,170,0,17,43,110,0,0,0
Ethiopia,162,17,4,93,65,0,0,26517
Myanmar,161,0,6,50,105,0,0,9037
Madagascar,158,7,0,101,57,1,0,3907
Guadeloupe,152,0,13,104,35,4,1,0
Gibraltar,144,0,0,133,11,0,0,2931
Zambia,139,1,4,92,43,1,1,7277
Brunei,139,1,1,131,7,2,0,14754
French Guiana,138,5,1,111,26,2,0,0
Togo,128,0,9,77,42,0,0,8835
Eswatini,123,4,2,12,109,0,1,714
Cambodia,122,0,0,120,2,1,0,12611
Trinidad and Tobago,116,0,8,103,5,0,0,2114
Bermuda,115,0,7,54,54,4,0,3374
Haiti,101,0,12,10,79,0,0,1037
Aruba,101,0,2,82,17,4,0,1780
Nepal,99,17,0,22,77,0,0,64492
Uganda,98,0,0,55,43,0,0,44110
Benin,96,0,2,50,44,0,0,0
Monaco,95,0,4,81,10,1,0,0
CAR,94,9,0,10,84,0,0,3498
Guyana,93,1,10,27,56,3,1,680
Bahamas,89,0,11,26,52,1,0,1485
Barbados,82,0,7,47,28,4,0,2549
Liechtenstein,82,0,1,55,26,0,0,900
Mozambique,81,0,0,19,62,0,0,2867
Cayman Islands,78,3,1,30,47,3,0,2752
Sint Maarten,76,0,14,44,18,7,0,329
Libya,64,1,3,24,37,0,0,2338
French Polynesia,60,0,0,54,6,1,0,2697
South Sudan,58,6,0,0,58,0,0,1247
Syria,45,1,3,27,15,0,0,0
Macao,45,0,0,39,6,1,0,0
Malawi,43,2,3,9,31,1,0,961
Mongolia,41,0,0,13,28,0,0,8946
Eritrea,39,0,0,30,9,0,0,0
Saint Martin,38,0,3,29,6,1,0,0
Angola,36,0,2,11,23,0,0,3000
Zimbabwe,34,0,4,5,25,0,0,7642
Yemen,25,3,5,1,19,0,1,120
Antigua and Barbuda,25,0,3,16,6,1,0,153
Timor-Leste,24,0,0,20,4,0,0,664
Botswana,23,0,1,8,14,0,0,9066
Grenada,21,0,0,13,8,4,0,1406
Laos,19,0,0,10,9,0,0,2505
Belize,18,0,2,16,0,0,0,1043
Fiji,18,0,0,14,4,0,0,1300
New Caledonia,18,0,0,17,1,1,0,5052
Saint Lucia,18,0,0,15,3,0,0,446
Gambia,17,0,1,9,7,0,0,562
St. Vincent Grenadines,17,0,0,9,8,0,0,137
Nicaragua,16,0,5,7,4,0,0,0
Curaçao,16,0,1,13,2,0,0,374
Dominica,16,0,0,14,2,0,0,416
Namibia,16,0,0,8,8,0,0,1122
Burundi,15,0,1,7,7,0,0,284
Saint Kitts and Nevis,15,0,0,12,3,0,0,318
Falkland Islands,13,0,0,13,0,0,0,388
Turks and Caicos,12,0,1,6,5,0,0,107
Vatican City,12,1,0,2,10,0,0,0
Montserrat,11,0,1,7,3,1,0,36
Greenland,11,0,0,11,0,0,0,1362
Seychelles,11,0,0,8,3,0,0,0
Suriname,10,0,1,9,0,0,0,404
MS Zaandam,9,0,2,0,7,0,0,0
Mauritania,8,0,1,6,1,0,0,1842
Papua New Guinea,8,0,0,8,0,0,0,2402
British Virgin Islands,7,0,1,3,3,0,0,132
Bhutan,7,0,0,5,2,0,0,11373
Caribbean Netherlands,6,0,0,0,6,0,0,110
St. Barth,6,0,0,6,0,0,0,0
Western Sahara,6,0,0,5,1,0,0,0
Comoros,4,1,1,0,3,0,1,0
Anguilla,3,0,0,3,0,0,0,0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0
China,82883,2,4633,77911,339,26,0,0
