country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
S. Korea,10840,18,256,9568,1016,55,0,660030
Philippines,10610,147,704,1842,8064,31,8,157730
Denmark,10319,101,526,8093,1700,39,4,308984
Colombia,10051,0,428,2424,7199,130,0,139739
Serbia,10032,89,213,2732,7087,43,4,134533
Dominican Republic,9882,506,385,2584,6913,134,5,40591
South Africa,9420,525,186,3983,5251,77,8,324079
Egypt,8964,488,514,2002,6448,41,11,90000
Czechia,8089,12,276,4446,3367,47,3,298649
Panama,8070,202,231,886,6953,85,6,40356
Norway,8070,0,218,32,7820,27,0,195921
Kuwait,7623,415,49,2622,4952,95,2,196397
Australia,6929,15,97,6135,697,19,0,795456
Malaysia,6589,54,108,4929,1552,18,1,245102
Morocco,5910,199,186,2461,3263,1,0,63059
Finland,5880,142,265,4000,1615,45,5,119100
Argentina,5611,0,293,1728,3590,148,0,77901
Algeria,5558,189,494,2546,2518,22,6,6500
Kazakhstan,4946,112,31,1740,3175,31,0,385104
Moldova,4728,0,159,1925,2644,237,9,20447
Bahrain,4595,151,8,2049,2538,2,0,177306
Afghanistan,4033,255,115,502,3416,7,6,15560
Ghana,4012,0,18,323,3671,8,0,149948
Nigeria,3912,0,117,679,3116,4,0,23835
Luxembourg,3877,6,101,3550,226,15,1,54463
Oman,3224,112,17,1068,2139,17,1,50000
Hungary,3213,35,405,904,1904,74,13,103258
Armenia,3175,146,44,1267,1864,10,1,30397
Thailand,3004,4,56,2787,161,61,1,227860
Greece,2710,19,151,1374,1185,28,1,97384
Iraq,2679,76,107,1702,870,0,3,124920
Azerbaijan,2422,143,31,1620,771,29,3,188950
Uzbekistan,2349,24,10,1803,536,8,0,325000
Cameroon,2274,7,108,1232,934,12,0,0
Bolivia,2266,185,106,237,1923,3,4,7651
Croatia,2176,15,87,1726,363,13,1,44218
Bosnia and Herzegovina,2090,20,102,1059,929,4,4,39989
Guinea,2009,0,11,663,1335,0,0,0
Bulgaria,1921,49,90,422,1409,56,4,56105
Iceland,1801,0,10,1773,18,0,0,53260
Honduras,1771,86,107,192,1472,10,2,5653
Cuba,1754,13,74,1140,540,8,0,63560
Estonia,1733,8,60,747,926,5,4,62720
Senegal,1634,83,15,643,976,6,2,18969
North Macedonia,1622,36,91,1112,419,21,1,18821
Ivory Coast,1602,0,20,754,828,0,0,12312
New Zealand,1492,2,21,1368,103,2,0,183039
Slovakia,1455,0,26,919,510,5,0,118371
Slovenia,1454,4,101,255,1098,10,1,62203
Lithuania,1444,8,49,828,567,17,0,180332
Djibouti,1189,54,3,834,352,0,0,15056
Sudan,1111,0,59,102,950,0,0,0
Hong Kong,1045,0,4,967,74,1,0,168291
Tunisia,1030,0,45,638,347,24,0,27420
Somalia,997,69,48,110,839,2,4,0
DRC,937,74,39,130,768,0,3,0
Kyrgyzstan,931,25,12,658,261,13,0,59490
Latvia,930,2,18,464,448,2,0,75571
Guatemala,900,68,24,101,775,5,1,7200
Cyprus,892,1,15,401,476,10,0,74746
Albania,856,6,31,627,198,7,0,10268
Mayotte,854,0,10,352,492,7,0,4000
Sri Lanka,847,12,9,260,578,1,0,33899
Lebanon,809,13,26,234,549,4,0,49990
Niger,795,0,44,600,151,0,0,5488
El Salvador,784,42,16,276,492,4,0,39079
Costa Rica,773,0,6,461,306,6,0,15810
Maldives,766,22,3,20,743,2,0,11299
Andorra,754,2,48,545,161,14,1,1673
Burkina Faso,744,0,48,566,130,0,0,0
Diamond Princess,712,0,13,645,54,4,0,0
Uruguay,694,0,18,506,170,7,0,26838
Mali,692,24,37,298,357,0,2,2172
Kenya,649,28,30,207,412,1,1,31041
San Marino,637,14,41,126,470,3,0,2956
Georgia,626,3,10,297,319,6,0,27846
Gabon,620,0,8,110,502,1,0,724
Tajikistan,612,90,20,0,592,0,8,0
Guinea-Bissau,594,0,2,25,567,0,0,1500
Paraguay,563,0,10,152,401,9,0,13846
Channel Islands,545,0,41,447,57,0,0,5342
Jordan,522,14,9,387,126,5,0,111285
Tanzania,509,0,21,183,305,7,0,0
Jamaica,490,2,9,62,419,0,0,6633
Malta,490,1,5,427,58,0,0,40493
Taiwan,440,0,6,361,73,0,0,66861
Equatorial Guinea,439,0,4,13,422,0,0,854
Réunion,426,0,0,354,72,3,0,17200
Venezuela,388,0,10,190,188,1,0,507119
Palestine,375,0,2,228,145,0,0,34511
Mauritius,332,0,10,320,2,3,0,60466
Isle of Man,329,0,23,271,35,19,0,3625
Montenegro,324,0,8,274,42,2,0,7816
Sierra Leone,291,34,18,58,215,0,1,0
Vietnam,288,0,0,241,47,8,0,261004
Benin,284,42,2,62,220,0,0,19474
Congo,274,0,10,33,231,0,0,0
Rwanda,273,0,0,136,137,0,0,40187
Chad,260,0,28,50,182,0,0,0
Zambia,252,85,7,112,133,1,3,10270
Cabo Verde,230,0,2,44,184,0,0,791
Ethiopia,210,16,5,97,108,1,1,32689
Sao Tome and Principe,208,0,5,4,199,0,0,175
Liberia,199,0,20,79,100,0,0,0
Madagascar,193,0,0,101,92,1,0,3968
Faeroe Islands,187,0,0,187,0,0,0,8403
Martinique,186,0,14,83,89,3,0,0
Myanmar,178,1,6,68,104,0,0,10848
Eswatini,159,0,2,12,145,0,0,714
Guadeloupe,154,0,13,104,37,4,0,0
Togo,153,8,10,87,56,0,0,9657
Haiti,146,0,12,17,117,0,0,1145
Gibraltar,146,0,0,142,4,0,0,3366
CAR,143,0,0,10,133,0,0,3498
Brunei,141,0,1,132,8,2,0,15482
French Guiana,141,0,1,119,21,0,0,0
Cambodia,122,0,0,120,2,1,0,13173
South Sudan,120,0,0,2,118,0,0,1247
Bermuda,118,0,7,64,47,4,0,3854
Trinidad and Tobago,116,0,8,103,5,0,0,2241
Uganda,114,13,0,55,59,0,0,53872
Nepal,109,7,0,31,78,0,0,72239
Aruba,101,0,3,89,9,4,0,1817
Monaco,95,0,4,82,9,1,0,0
Guyana,94,0,10,35,49,3,0,785
Bahamas,92,0,11,31,50,1,0,1500
Mozambique,87,5,0,34,53,0,0,3356
Barbados,83,0,7,53,23,4,0,2788
Liechtenstein,82,0,1,55,26,0,0,900
Cayman Islands,81,0,1,41,39,3,0,3423
Sint Maarten,76,0,14,44,18,7,0,329
Libya,64,0,3,24,37,0,0,2338
French Polynesia,60,0,0,56,4,1,0,2816
Malawi,56,13,3,14,39,1,0,1188
Syria,47,0,3,29,15,0,0,0
Macao,45,0,0,40,5,1,0,0
Angola,43,0,2,11,30,0,0,3000
Mongolia,42,0,0,14,28,0,0,9203
Eritrea,39,0,0,37,2,0,0,0
Saint Martin,38,0,3,30,5,1,0,0
Zimbabwe,35,1,4,9,22,0,0,16052
Yemen,34,0,7,1,26,0,0,120
Antigua and Barbuda,25,0,3,19,3,1,0,183
Timor-Leste,24,0,0,21,3,0,0,738
Botswana,23,0,1,9,13,0,0,9066
Grenada,21,0,0,13,8,4,0,1406
Gambia,20,0,1,9,10,0,0,756
Laos,19,0,0,13,6,0,0,2908
Belize,18,0,2,16,0,0,0,1043
Fiji,18,0,0,14,4,0,0,1300
New Caledonia,18,0,0,18,0,0,0,5213
Saint Lucia,18,0,0,17,1,0,0,620
St. Vincent Grenadines,17,0,0,9,8,0,0,137
Nicaragua,16,0,5,7,4,0,0,0
Curaçao,16,0,1,14,1,0,0,389
Dominica,16,0,0,14,2,0,0,416
Namibia,16,0,0,10,6,0,0,1511
Burundi,15,0,1,7,7,0,0,284
Saint Kitts and Nevis,15,0,0,13,2,0,0,327
Falkland Islands,13,0,0,13,0,0,0,402
Turks and Caicos,12,0,1,8,3,0,0,109
Vatican City,12,0,0,2,10,0,0,0
Montserrat,11,0,1,8,2,1,0,36
Greenland,11,0,0,11,0,0,0,1394
Seychelles,11,0,0,8,3,0,0,0
Suriname,10,0,1,9,0,0,0,404
MS Zaandam,9,0,2,0,7,0,0,0
Comoros,8,0,1,0,7,0,0,0
Mauritania,8,0,1,6,1,0,0,1842
Papua New Guinea,8,0,0,8,0,0,0,2402
British Virgin Islands,7,0,1,4,2,0,0,167
Bhutan,7,0,0,5,2,0,0,11568
Caribbean Netherlands,6,0,0,0,6,0,0,110
St. Barth,6,0,0,6,0,0,0,0
Western Sahara,6,0,0,5,1,0,0,0
Anguilla,3,0,0,3,0,0,0,0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0
China,82887,1,4633,78046,208,15,0,0
